"","Family","Species","New.Genus","New.Species"
"2074","Betulaceae","Alnus maritima","Alnus","maritima"
"2075","Betulaceae","Alnus maximowiczii","Alnus","maximowiczii"
"2076","Betulaceae","Alnus nepalensis","Alnus","nepalensis"
"2078","Betulaceae","Alnus nitida","Alnus","nitida"
"2081","Betulaceae","Alnus oblongifolia","Alnus","oblongifolia"
"2082","Betulaceae","Alnus rubra","Alnus","rubra"
"2086","Betulaceae","Alnus pubescens","Alnus","pubescens"
"2087","Betulaceae","Alnus rhombifolia","Alnus","rhombifolia"
"2117","Betulaceae","Alnus serrulata","Alnus","serrulata"
"2118","Betulaceae","Alnus sieboldiana","Alnus","sieboldiana"
"2122","Betulaceae","Alnus subcordata","Alnus","subcordata"
"2131","Araceae","Alocasia cucullata","Alocasia","cucullata"
"2132","Araceae","Alocasia cuprea","Alocasia","cuprea"
"2133","Araceae","Alocasia macrorrhizos","Alocasia","macrorrhizos"
"2142","Araceae","Alocasia portei","Alocasia","portei"
"2143","Xanthorrhoeaceae","Aloe arborescens","Aloe","arborescens"
"2145","Xanthorrhoeaceae","Aloe vera","Aloe","vera"
"2150","Xanthorrhoeaceae","Aloe barberae","Aloe","barberae"
"2151","Xanthorrhoeaceae","Aloe cameronii","Aloe","cameronii"
"2152","Xanthorrhoeaceae","Aloe chabaudii","Aloe","chabaudii"
"2154","Xanthorrhoeaceae","Aloe ciliaris","Aloe","ciliaris"
"2156","Xanthorrhoeaceae","Aloe dhufarensis","Aloe","dhufarensis"
"2157","Xanthorrhoeaceae","Aloe distans","Aloe","distans"
"2158","Xanthorrhoeaceae","Aloe divaricata","Aloe","divaricata"
"2159","Xanthorrhoeaceae","Aloe greenii","Aloe","greenii"
"2160","Xanthorrhoeaceae","Aloe maculata","Aloe","maculata"
"2161","Xanthorrhoeaceae","Aloe perryi","Aloe","perryi"
"2163","Xanthorrhoeaceae","Aloe purpurea","Aloe","purpurea"
"2164","Xanthorrhoeaceae","Aloe schelpei","Aloe","schelpei"
"2165","Xanthorrhoeaceae","Aloe striata","Aloe","striata"
"2166","Xanthorrhoeaceae","Aloe succotrina","Aloe","succotrina"
"2181","Xanthorrhoeaceae","Aloe verecunda","Aloe","verecunda"
"2182","Poaceae","Alopecurus aequalis","Alopecurus","aequalis"
"2183","Poaceae","Alopecurus geniculatus","Alopecurus","geniculatus"
"2186","Poaceae","Alopecurus pratensis","Alopecurus","pratensis"
"2194","Verbenaceae","Aloysia citriodora","Aloysia","citriodora"
"2199","Rhamnaceae","Alphitonia incana","Alphitonia","incana"
"2200","Rhamnaceae","Alphitonia zizyphoides","Alphitonia","zizyphoides"
"2202","Zingiberaceae","Alpinia galanga","Alpinia","galanga"
"2203","Zingiberaceae","Alpinia globosa","Alpinia","globosa"
"2204","Zingiberaceae","Alpinia mutica","Alpinia","mutica"
"2205","Zingiberaceae","Alpinia nutans","Alpinia","nutans"
"2211","Zingiberaceae","Alpinia officinarum","Alpinia","officinarum"
"2212","Zingiberaceae","Alpinia oxyphylla","Alpinia","oxyphylla"
"2213","Zingiberaceae","Alpinia purpurata","Alpinia","purpurata"
"2226","Zingiberaceae","Alpinia zerumbet","Alpinia","zerumbet"
"2227","Alseuosmiaceae","Alseuosmia macrophylla","Alseuosmia","macrophylla"
"2228","Gesneriaceae","Episcia dianthiflora","Episcia","dianthiflora"
"2230","Cyatheaceae","Alsophila australis","Alsophila","australis"
"2233","Apocynaceae","Alstonia constricta","Alstonia","constricta"
"2234","Apocynaceae","Alstonia macrophylla","Alstonia","macrophylla"
"2235","Apocynaceae","Alstonia scholaris","Alstonia","scholaris"
"2243","Amaranthaceae","Alternanthera bettzickiana","Alternanthera","bettzickiana"
"2244","Amaranthaceae","Alternanthera sessilis","Alternanthera","sessilis"
"2245","Amaranthaceae","Alternanthera echinocephala","Alternanthera","echinocephala"
"2247","Amaranthaceae","Alternanthera ficoidea","Alternanthera","ficoidea"
"2251","Amaranthaceae","Alternanthera philoxeroides","Alternanthera","philoxeroides"
"2255","Amaranthaceae","Alternanthera pungens","Alternanthera","pungens"
"2265","Malvaceae","Althaea cannabina","Althaea","cannabina"
"2267","Malvaceae","Althaea officinalis","Althaea","officinalis"
"2276","Araceae","Anthurium andraeanum","Anthurium","andraeanum"
"2277","Malvaceae","Alyogyne huegelii","Alyogyne","huegelii"
"2278","Leguminosae","Alysicarpus bupleurifolius","Alysicarpus","bupleurifolius"
"2279","Leguminosae","Alysicarpus rugosus","Alysicarpus","rugosus"
"2281","Leguminosae","Alysicarpus vaginalis","Alysicarpus","vaginalis"
"2287","Apocynaceae","Alyxia stellata","Alyxia","stellata"
"2288","Amaranthaceae","Amaranthus albus","Amaranthus","albus"
"2289","Amaranthaceae","Amaranthus graecizans","Amaranthus","graecizans"
"2290","Amaranthaceae","Amaranthus atropurpureus","Amaranthus","atropurpureus"
"2291","Amaranthaceae","Amaranthus blitoides","Amaranthus","blitoides"
"2293","Amaranthaceae","Amaranthus blitum","Amaranthus","blitum"
"2300","Amaranthaceae","Amaranthus caudatus","Amaranthus","caudatus"
"2311","Amaranthaceae","Amaranthus cruentus","Amaranthus","cruentus"
"2316","Amaranthaceae","Amaranthus deflexus","Amaranthus","deflexus"
"2318","Amaranthaceae","Amaranthus dubius","Amaranthus","dubius"
"2321","Amaranthaceae","Amaranthus tricolor","Amaranthus","tricolor"
"2329","Amaranthaceae","Amaranthus viridis","Amaranthus","viridis"
"2335","Amaranthaceae","Amaranthus hybridus","Amaranthus","hybridus"
"2346","Amaranthaceae","Amaranthus hypochondriacus","Amaranthus","hypochondriacus"
"2351","Amaranthaceae","Amaranthus palmeri","Amaranthus","palmeri"
"2362","Amaranthaceae","Amaranthus powellii","Amaranthus","powellii"
"2366","Amaranthaceae","Amaranthus retroflexus","Amaranthus","retroflexus"
"2393","Amaranthaceae","Amaranthus tuberculatus","Amaranthus","tuberculatus"
"2394","Amaranthaceae","Amaranthus spinosus","Amaranthus","spinosus"
"2407","Amaranthaceae","Amaranthus thunbergii","Amaranthus","thunbergii"
"2432","Amaryllidaceae","Amaryllis belladonna","Amaryllis","belladonna"
"2435","Amaryllidaceae","Ammocharis longifolia","Ammocharis","longifolia"
"2436","Amaryllidaceae","Hippeastrum vittatum","Hippeastrum","vittatum"
"2437","Compositae","Ambrosia artemisiifolia","Ambrosia","artemisiifolia"
"2453","Compositae","Ambrosia bidentata","Ambrosia","bidentata"
"2454","Compositae","Ambrosia chamissonis","Ambrosia","chamissonis"
"2458","Compositae","Ambrosia peruviana","Ambrosia","peruviana"
"2459","Compositae","Ambrosia psilostachya","Ambrosia","psilostachya"
"2461","Compositae","Ambrosia tenuifolia","Ambrosia","tenuifolia"
"2462","Compositae","Ambrosia trifida","Ambrosia","trifida"
"2471","Rosaceae","Amelanchier alnifolia","Amelanchier","alnifolia"
"2476","Rosaceae","Amelanchier arborea","Amelanchier","arborea"
"2477","Rosaceae","Amelanchier asiatica","Amelanchier","asiatica"
"2478","Rosaceae","Amelanchier canadensis","Amelanchier","canadensis"
"2484","Rosaceae","Amelanchier laevis","Amelanchier","laevis"
"2487","Rosaceae","Amelanchier utahensis","Amelanchier","utahensis"
"2488","Rosaceae","Amelanchier ovalis","Amelanchier","ovalis"
"2490","Leguminosae","Amherstia nobilis","Amherstia","nobilis"
"2491","Lythraceae","Ammannia baccifera","Ammannia","baccifera"
"2492","Apiaceae","Trachyspermum ammi","Trachyspermum","ammi"
"2493","Apiaceae","Ammi majus","Ammi","majus"
"2500","Apiaceae","Ammi visnaga","Ammi","visnaga"
"2501","Poaceae","Ammophila arenaria","Ammophila","arenaria"
"2505","Poaceae","Ammophila breviligulata","Ammophila","breviligulata"
"2506","Leguminosae","Sophora lehmanni","Sophora","lehmanni"
"2507","Zingiberaceae","Amomum compactum","Amomum","compactum"
"2508","Zingiberaceae","Amomum subulatum","Amomum","subulatum"
"2509","Zingiberaceae","Amomum villosum","Amomum","villosum"
"2510","Leguminosae","Amorpha fruticosa","Amorpha","fruticosa"
"2520","Leguminosae","Amorpha nana","Amorpha","nana"
"2522","Araceae","Amorphophallus paeoniifolius","Amorphophallus","paeoniifolius"
"2523","Araceae","Amorphophallus muelleri","Amorphophallus","muelleri"
"2525","Araceae","Amorphophallus konjac","Amorphophallus","konjac"
"2526","Apocynaceae","Ampelamus laevis","Ampelamus","laevis"
"2527","Ulmaceae","Ampelocera hottlei","Ampelocera","hottlei"
"2528","Vitaceae","Ampelopsis aconitifolia","Ampelopsis","aconitifolia"
"2530","Vitaceae","Ampelopsis arborea","Ampelopsis","arborea"
"2532","Vitaceae","Ampelopsis glandulosa","Ampelopsis","glandulosa"
"2542","Vitaceae","Ampelopsis humulifolia","Ampelopsis","humulifolia"
"2543","Vitaceae","Parthenocissus quinquefolia","Parthenocissus","quinquefolia"
"2555","Vitaceae","Ampelopsis vitifolia","Ampelopsis","vitifolia"
"2558","Bignoniaceae","Amphilophium paniculatum","Amphilophium","paniculatum"
"2559","Leguminosae","Amphimas pterocarpoides","Amphimas","pterocarpoides"
"2560","Boraginaceae","Amsinckia menziesii","Amsinckia","menziesii"
"2561","Loranthaceae","Amyema bifurcata","Amyema","bifurcata"
"2562","Loranthaceae","Amyema congener","Amyema","congener"
"2563","Loranthaceae","Amyema pendula","Amyema","pendula"
"2565","Rosaceae","Prunus arabica","Prunus","arabica"
"2566","Rosaceae","Amygdalus bucharica","Amygdalus","bucharica"
"2568","Rosaceae","Prunus dulcis","Prunus","dulcis"
"2573","Rosaceae","Prunus davidiana","Prunus","davidiana"
"2574","Rosaceae","Prunus fenzliana","Prunus","fenzliana"
"2575","Rosaceae","Amygdalus nairica","Amygdalus","nairica"
"2576","Rosaceae","Prunus persica","Prunus","persica"
"2580","Rosaceae","Prunus spinosissima","Prunus","spinosissima"
"2581","Rosaceae","Prunus triloba","Prunus","triloba"
"2583","Anacardiaceae","Anacardium occidentale","Anacardium","occidentale"
"2628","Primulaceae","Anagallis arvensis","Anagallis","arvensis"
"2643","Bromeliaceae","Ananas ananassoides","Ananas","ananassoides"
"2647","Bromeliaceae","Ananas bracteatus","Ananas","bracteatus"
"2649","Bromeliaceae","Ananas comosus","Ananas","comosus"
"2713","Bromeliaceae","Ananas lucidus","Ananas","lucidus"
"2718","Compositae","Anaphalis triplinervis","Anaphalis","triplinervis"
"2720","Boraginaceae","Anchusa azurea","Anchusa","azurea"
"2721","Boraginaceae","Anchusa cespitosa","Anchusa","cespitosa"
"2722","Boraginaceae","Anchusa capensis","Anchusa","capensis"
"2723","Boraginaceae","Brunnera macrophylla","Brunnera","macrophylla"
"2724","Boraginaceae","Anchusa ochroleuca","Anchusa","ochroleuca"
"2725","Leguminosae","Andira inermis","Andira","inermis"
"2726","Acanthaceae","Andrographis echioides","Andrographis","echioides"
"2727","Acanthaceae","Andrographis paniculata","Andrographis","paniculata"
"2732","Ericaceae","Andromeda catesbaei","Andromeda","catesbaei"
"2734","Ericaceae","Lyonia paniculata","Lyonia","paniculata"
"2736","Ericaceae","Andromeda polifolia","Andromeda","polifolia"
"2737","Poaceae","Andropogon bicornis","Andropogon","bicornis"
"2738","Poaceae","Andropogon gayanus","Andropogon","gayanus"
"2740","Poaceae","Andropogon gerardii","Andropogon","gerardii"
"2742","Poaceae","Chrysopogon zizanioides","Chrysopogon","zizanioides"
"2743","Poaceae","Andropogon pseudapricus","Andropogon","pseudapricus"
"2744","Poaceae","Schizachyrium rhizomatum","Schizachyrium","rhizomatum"
"2745","Poaceae","Cymbopogon schoenanthus","Cymbopogon","schoenanthus"
"2746","Poaceae","Schizachyrium scoparium","Schizachyrium","scoparium"
"2748","Poaceae","Sorghum bicolor","Sorghum","bicolor"
"2751","Poaceae","Andropogon virginicus","Andropogon","virginicus"
"2753","Poaceae","Andropogon leucostachyus","Andropogon","leucostachyus"
"2755","Ranunculaceae","Anemone angulosa","Anemone","angulosa"
"2756","Ranunculaceae","Anemone apennina","Anemone","apennina"
"2757","Ranunculaceae","Anemone canadensis","Anemone","canadensis"
"2758","Ranunculaceae","Anemone cernua","Anemone","cernua"
"2759","Ranunculaceae","Anemone coronaria","Anemone","coronaria"
"2777","Ranunculaceae","Anemone hupehensis","Anemone","hupehensis"
"2781","Ranunculaceae","Anemone scabiosa","Anemone","scabiosa"
"2782","Ranunculaceae","Anemone halleri","Anemone","halleri"
"2783","Ranunculaceae","Clematis florida","Clematis","florida"
"2784","Ranunculaceae","Anemone multifida","Anemone","multifida"
"2785","Ranunculaceae","Anemone nemorosa","Anemone","nemorosa"
"2786","Ranunculaceae","Anemone occidentalis","Anemone","occidentalis"
"2787","Ranunculaceae","Anemone pulsatilla","Anemone","pulsatilla"
"2789","Ranunculaceae","Anemone sylvestris","Anemone","sylvestris"
"2790","Ranunculaceae","Anemone vitifolia","Anemone","vitifolia"
"2792","Ranunculaceae","Anemone rivularis","Anemone","rivularis"
"2793","Ranunculaceae","Anemone media","Anemone","media"
"2794","Apiaceae","Anethum graveolens","Anethum","graveolens"
"2815","Apiaceae","Angelica acutiloba","Angelica","acutiloba"
"2816","Apiaceae","Angelica archangelica","Angelica","archangelica"
"2821","Apiaceae","Angelica arguta","Angelica","arguta"
"2822","Apiaceae","Angelica dahurica","Angelica","dahurica"
"2824","Apiaceae","Angelica gigas","Angelica","gigas"
"2825","Apiaceae","Angelica keiskei","Angelica","keiskei"
"2826","Apiaceae","Angelica lucida","Angelica","lucida"
"2827","Apiaceae","Angelica sylvestris","Angelica","sylvestris"
"2828","Apiaceae","Angelica sinensis","Angelica","sinensis"
"2833","Apiaceae","Angelica tenuissima","Angelica","tenuissima"
"2834","Plantaginaceae","Angelonia gardneri","Angelonia","gardneri"
"2835","Plantaginaceae","Angelonia salicariifolia","Angelonia","salicariifolia"
"2837","Leguminosae","Angylocalyx braunii","Angylocalyx","braunii"
"2838","Haemodoraceae","Anigozanthos flavidus","Anigozanthos","flavidus"
"2840","Haemodoraceae","Anigozanthos manglesii","Anigozanthos","manglesii"
"2843","Haemodoraceae","Anigozanthos preissii","Anigozanthos","preissii"
"2844","Haemodoraceae","Anigozanthos pulcherrimus","Anigozanthos","pulcherrimus"
"2845","Haemodoraceae","Anigozanthos viridis","Anigozanthos","viridis"
"2846","Poaceae","Bromus rigidus","Bromus","rigidus"
"2847","Anisophylleaceae","Anisophyllea laurina","Anisophyllea","laurina"
"2848","Dipterocarpaceae","Anisoptera thurifera","Anisoptera","thurifera"
"2849","Annonaceae","Annona cherimola","Annona","cherimola"
"2889","Annonaceae","Annona crassiflora","Annona","crassiflora"
"2890","Annonaceae","Annona macroprophyllata","Annona","macroprophyllata"
"2891","Annonaceae","Annona emarginata","Annona","emarginata"
"2893","Annonaceae","Annona glabra","Annona","glabra"
"2898","Annonaceae","Annona leptopetala","Annona","leptopetala"
"2899","Annonaceae","Annona montana","Annona","montana"
"2903","Annonaceae","Rollinia mucosa","Rollinia","mucosa"
"2904","Annonaceae","Annona muricata","Annona","muricata"
"2960","Annonaceae","Annona colorata","Annona","colorata"
"2962","Annonaceae","Annona purpurea","Annona","purpurea"
"2963","Annonaceae","Annona reticulata","Annona","reticulata"
"2990","Annonaceae","Annona senegalensis","Annona","senegalensis"
"2996","Annonaceae","Annona squamosa","Annona","squamosa"
"3053","Annonaceae","Annona stenophylla","Annona","stenophylla"
"3054","Malvaceae","Anoda cristata","Anoda","cristata"
"3059","Orchidaceae","Anoectochilus roxburghii","Anoectochilus","roxburghii"
"3060","Combretaceae","Anogeissus latifolia","Anogeissus","latifolia"
"3062","Annonaceae","Anomianthus dulcis","Anomianthus","dulcis"
"3063","Basellaceae","Anredera baselloides","Anredera","baselloides"
"3064","Compositae","Antennaria dioica","Antennaria","dioica"
"3066","Compositae","Anthemis arvensis","Anthemis","arvensis"
"3069","Compositae","Anthemis cotula","Anthemis","cotula"
"3077","Compositae","Anthemis maritima","Anthemis","maritima"
"3078","Poaceae","Themeda triandra","Themeda","triandra"
"3080","Rubiaceae","Anthospermum hispidulum","Anthospermum","hispidulum"
"3081","Rubiaceae","Anthospermum ternatum","Anthospermum","ternatum"
"3082","Poaceae","Anthoxanthum odoratum","Anthoxanthum","odoratum"
"3085","Apiaceae","Anthriscus cerefolium","Anthriscus","cerefolium"
"3086","Apiaceae","Anthriscus sylvestris","Anthriscus","sylvestris"
"3087","Araceae","Anthurium acaule","Anthurium","acaule"
"3098","Araceae","Anthurium crystallinum","Anthurium","crystallinum"
"3099","Araceae","Anthurium digitatum","Anthurium","digitatum"
"3100","Leguminosae","Anthyllis cytisoides","Anthyllis","cytisoides"
"3102","Leguminosae","Anthyllis vulneraria","Anthyllis","vulneraria"
"3103","Phyllanthaceae","Antidesma bunius","Antidesma","bunius"
"3105","Phyllanthaceae","Antidesma venosum","Antidesma","venosum"
"3107","Polygonaceae","Antigonon leptopus","Antigonon","leptopus"
"3115","Plantaginaceae","Antirrhinum leptaleum","Antirrhinum","leptaleum"
"3116","Plantaginaceae","Antirrhinum coulterianum","Antirrhinum","coulterianum"
"3117","Plantaginaceae","Antirrhinum latifolium","Antirrhinum","latifolium"
"3120","Plantaginaceae","Antirrhinum majus","Antirrhinum","majus"
"3147","Plantaginaceae","Antirrhinum multiflorum","Antirrhinum","multiflorum"
"3148","Plantaginaceae","Antirrhinum nuttallianum","Antirrhinum","nuttallianum"
"3149","Araceae","Anubias barteri","Anubias","barteri"
"3151","Leguminosae","Aotus ericoides","Aotus","ericoides"
"3154","Malvaceae","Apeiba glabra","Apeiba","glabra"
"3155","Malvaceae","Apeiba tibourbou","Apeiba","tibourbou"
"3157","Poaceae","Apera spica-venti","Apera","spica-venti"
"3159","Cannabaceae","Aphananthe aspera","Aphananthe","aspera"
"3164","Acanthaceae","Aphelandra aurantiaca","Aphelandra","aurantiaca"
"3165","Acanthaceae","Aphelandra squarrosa","Aphelandra","squarrosa"
"3169","Apiaceae","Apiastrum angustifolium","Apiastrum","angustifolium"
"3172","Leguminosae","Apios americana","Apios","americana"
"3173","Apiaceae","Apium graveolens","Apium","graveolens"
"3249","Apiaceae","Cyclospermum leptophyllum","Cyclospermum","leptophyllum"
"3250","Apiaceae","Petroselinum crispum","Petroselinum","crispum"
"3251","Apocynaceae","Apocynum androsaemifolium","Apocynum","androsaemifolium"
"3253","Apocynaceae","Apocynum cannabinum","Apocynum","cannabinum"
"3259","Cactaceae","Disocactus flagelliformis","Disocactus","flagelliformis"
"3262","Compositae","Aposeris foetida","Aposeris","foetida"
"3263","Aizoaceae","Mesembryanthemum cordifolium","Mesembryanthemum","cordifolium"
"3264","Thymelaeaceae","Aquilaria malaccensis","Aquilaria","malaccensis"
"3265","Thymelaeaceae","Aquilaria sinensis","Aquilaria","sinensis"
"3269","Ranunculaceae","Aquilegia caerulea","Aquilegia","caerulea"
"3270","Ranunculaceae","Aquilegia canadensis","Aquilegia","canadensis"
"3271","Ranunculaceae","Aquilegia vulgaris","Aquilegia","vulgaris"
"3273","Ranunculaceae","Aquilegia viridiflora","Aquilegia","viridiflora"
